"Product","Category","Brand","Price"
Heavy Hitters | Cart 1g | H | Skywalker OG,Cartridges,Heavy Hitters,57
Stiiizy | 40's Blunt 2G | H | Pineapple Express,Pre-Rolls,Stiiizy,38
Stiiizy | LRD Pod .5g | Purple Haze,Cartridges,Stiiizy,25
710 | Flower 3.5g | Cake Crasher,Eighths,710 Labs,59
Dab Daddy | Flower 14g | I | Gelato Cookies,Halves,Dab Daddy,70
Humo | Flower SM 3.5g | H | Pastelito Piff,Eighths,Humo,17
Time Machine | Pre-Rolls .5g (7pk) | I | PR OG,Pre-Rolls,Time Machine,20
Flora Terra | Flower 3.5 | S | Mango Mintz,Eighths,Flora Terra,45
Flora Terra | Flower 3.5g | I | Midnight Runtz,Eighths,Flora Terra,45
Made | Flower 3.5g | H | Blue Gushers,Eighths,Made,55
BBD | Flower 3.5 | H | Angry Burds,Eighths,Big Boy Dro,38
TSC | Flower 3.5g | S | Illemonati,Eighths,TopShelf,55
Pacific Stone | Pre-Rolls .5g (14pk) | H | Cereal Milk,Pre-Rolls,Pacific Stone,43
Stiiizy | LIIL .5g | H | Do Si Dos,Disposables,Stiiizy,25
The Tablet | Tab 20mg | Indica,Edibles,The Tablet,52
Humo | CR Cart 1g | I | Mazapan,Cartridges,Humo,22
Preferred Gardens | Flower 3.5g | H | Applescotti,Eighths,Preferred Gardens,32
Flora Terra | Flower 3.5 | S | The Marilyn (Promo),Eighths,Flora Terra,1
Preferred Gardens | Flower 3.5g | H | Yin Yang,Eighths,Preferred Gardens,32
Preferred Gardens | Flower 3.5g | H | The Dough,Eighths,Preferred Gardens,32
Raw | Perforated Wide Tips (50pk),Accessories,Raw,3
COTC | Elements Cart 1g | I | Strawnana,Cartridges,Cream Of The Crop (COTC),40
Stiiizy | Pod 1g | I | King Louis XIII,Cartridges,Stiiizy,35
Stiiizy | LIIL .5g | S | Premium Jack,Disposables,Stiiizy,25
WCC | Cart 1g | I | Gas OG,Cartridges,West Coast Cure (WCC),25
Stiiizy | 40's Blunt 2G | I | King Louis XIII,Pre-Rolls,Stiiizy,38
Stiiizy | AIO 1G | S | Sour Diesel,Disposables,Stiiizy,40
Happy Fruit | R Gummies 100mg | I | Berry Cool,Gummies,Happy Fruit,18
Pacific Stone | Pre-Rolls .5g (14pk) | I | Wedding Cake,Pre-Rolls,Pacific Stone,43
Pacific Stone | Flower 3.5G | S | Blue Dream,Eighths,Pacific Stone,20
PBR | Bev 10mg | Lemon (12oz),Beverages,PBR (Pabst),7
TSC | Flower 3.5g | S | Blue Dream,Eighths,TopShelf,55
Made | Flower 3.5g | H | Pippen,Eighths,Made,55
Camino | Sours Gummy 10mg | Orchard Peach 1:1,Gummies,Camino,5
Kush Town | Bev 20mg | Lemon Lime Xplosion 12oz,Beverages,Kush Town,9
EV | Darts Preroll 1g | H | LA Runtz,Pre-Rolls,Ember Valley,9
Stiiizy | AIO 1G | H | Strawnana,Disposables,Stiiizy,40
Stiiizy | AIO 1G | H | Pineapple Express,Disposables,Stiiizy,40
Lolo | Pre-Roll 1g | H | Blueberry LCG,Pre-Rolls,Lolo,6
Stiiizy | LRD AIO 1G | I | White Widow,Disposables,Stiiizy,45
Humo | Flower SM 3.5g | I | Mazapan,Eighths,Humo,17
Kushy Punch | Dispo 1g | S | Tropical Punch,Disposables,Kushy Punch,30
Huxleys | Sleep Gelcaps 20mg | I | Mixed Berry,Edibles,Huxleys,50
LEVEL | Protabs 25mg (40pk) | Indica Refill Pk,Edibles,Level,86
Stiiizy | Pod .5g | H | Apple Fritter,Cartridges,Stiiizy,20
Stiiizy | 40's Mini Blunts .5g (5pk) | H | Strawnana,Pre-Rolls,Stiiizy,38
Happy Fruit | Gummies 100mg | S | Cherry Lifted Limeade,Gummies,Happy Fruit,10
Happy Fruit | R Gummies 100mg | H | Sublime Lemon Lime,Gummies,Happy Fruit,18
Pacific Stone | Pre-Rolls .5g (2pk) | S | Blue Dream,Pre-Rolls,Pacific Stone,10
Time Machine | Pre-Rolls .5g (7pk) | Cereal Milk,Pre-Rolls,Time Machine,20
CANN | Packets 2mg THC x 4mg CBD (8pk) | Blood Orange Cardamom,Beverages,CANN,24
Pacific Stone | Pre-Rolls .5g (14pk) | H | 805 Glue,Pre-Rolls,Pacific Stone,43
Stiiizy | LRD Pod .5g | Tahoe OG,Cartridges,Stiiizy,25
Humo | Flower SM 3.5g | I | Adios GMO,Eighths,Humo,17
Lost Farms | LRE Gummies 100mg | S | Juicy Peach,Gummies,Lost Farms,25
EV | Darts Preroll 1g | H | Pink Certz,Pre-Rolls,Ember Valley,9
Josh Wax | Bomba 100mg | Watermelon,Edibles,Josh Wax,30
Plug n Play | Battery | Red,Accessories,Plug N Play,20
Hi | Flower SM 14g | H | Tropical Sunrise,Halves,Hi,86
Hi | Pre Rolls .5g (2pk) | H | Passion Fruit,Pre-Rolls,Hi,10
Hi | Pre Rolls .5g (2pk) | I / H | Tractor Fuel,Pre-Rolls,Hi,10
EV | Flower 1g | S | Berry Jane,Flower,Ember Valley,10
Dabwoods | LRE AIO 1g | H | Cereal Milk,Disposables,Dabwoods,50
High 90's | Pre-Roll 1.5g | I | Fire OG,Pre-Rolls,High 90's,20
Stiiizy | LIIL .5g | H | Blue Burst,Disposables,Stiiizy,25
Stiiizy | AIO 1G | S | Orange Sunset,Disposables,Stiiizy,40
Kush Town | Bev 20mg | OG Kola 12oz,Beverages,Kush Town,9
Happy Fruit | LRO Gummies 20mg (2pk) | I | Berry Cool (Promo),Gummies,Happy Fruit,1
The Tablet | Tab 20mg | Sativa,Edibles,The Tablet,52
Stiiizy | AIO 1G | H | Birthday Cake,Disposables,Stiiizy,40
Stiiizy | AIO 1G | H | Gelato,Disposables,Stiiizy,40
Stiiizy | LRD AIO 1G | H | Pink Runtz,Disposables,Stiiizy,45
Stiiizy | LIIL .5g | S | Magic Melon,Disposables,Stiiizy,25
Kushy Punch | LR Gummy 100mg | S | Strawberry Rozay,Gummies,Kushy Punch,18
Happy Fruit | LRO Gummies 20mg (2pk) | S | Watermelon LL,Gummies,Happy Fruit,6
EV | RV Preroll 1g | GSC,Pre-Rolls,Ember Valley,9
Raw Garden | LR Cart .5g | I | Sweet Fire OG (SAMPLE),Cartridges,Raw Garden,0.01
Almora Farm | 1g FI AIO | S | Raspberry Haze (Sample),Disposables,Almora Farm,0.01
Kushy Punch | Dispo 1g | H | Pineapple Margarita,Disposables,Kushy Punch,30
Time Machine | Pre-Rolls .5g (7pk) | Wedding Cake,Pre-Rolls,Time Machine,20
Lost Farms | LRE Chews 100mg | I | Tangerine,Edibles,Lost Farms,25
Mary Jones | Bev 100mg | Grape 16oz,Beverages,Mary Jones,20
LEVEL | Rosintabs 25mg (10pk) | Indica,Edibles,Level,43
Stiiizy | LIIL .5g | H | Pineapple Express,Disposables,Stiiizy,25
Stiiizy | LIIL .5g | H | Strawnana,Disposables,Stiiizy,25
Stiiizy | Pre-Roll 1g | I | Biscotti,Pre-Rolls,Stiiizy,20
Stiiizy | AIO 1G | I | Watermelon Z,Disposables,Stiiizy,40
Jeeter | IN Pre-Rolls (5pk) | I | Mango Sherbet,Pre-Rolls,Jeeter,45
WHOA | Gummies 100mg | Watermelon,Gummies,WHOA,10
Pacific Stone | Pre-Rolls .35g (20pk) | S | Starberry Cough,Pre-Rolls,Pacific Stone,43
Time Machine | Pre-Rolls .5g (7pk) | Blue Dream,Pre-Rolls,Time Machine,20
Claybourne | FLQD Pre Rolls .5g (2pk) | S | Blue Dream,Pre-Rolls,Claybourne Co.,20
Time Machine | Flower 3.5g | Cereal Milk,Eighths,Time Machine,16
Team Elite G | Flower 3.5g | H | Critical Cure,Eighths,Team Elite Genetics,60
Pacific Stone | Pre-Rolls .5g (14pk) | H | Kush Mints,Pre-Rolls,Pacific Stone,43
Heavy Hitters | Gummy 100mg | I | CBN Midnight Cherry,Gummies,Heavy Hitters,25
Stiiizy | Flower 3.5G | White Grape (LG),Eighths,Stiiizy,25
NYF | Bev 100mg 16oz | Root Beer,Beverages,Not Your Father,11
EV | Flower 3.5g | I | Gassosa,Eighths,Ember Valley,45
Flora Terra | Flower 3.5g | S | Pineapple Express,Eighths,Flora Terra,45
Stiiizy | Flower 3.5G | Pink Lemonade (B),Eighths,Stiiizy,32
Decibel | Flower 3.5g | S | California Oranges,Eighths,Decibel Gardens,65
Pacific Stone | Pre-Rolls .5g (14pk) | H | Gelato,Pre-Rolls,Pacific Stone,43
WHOA | Gummies 100mg | Sour Blue Raspberry,Gummies,WHOA,10
Delights | SR Gummy 100MG | H | Peaches n' Cream,Gummies,Delights,11
Pacific Stone | Flower 7g | H | Cereal Milk,Quarters,Pacific Stone,37
Pacific Stone | Pre-Rolls .5g (14pk) | I | GMO,Pre-Rolls,Pacific Stone,43
Stiiizy | LIIL .5g | S | Sour Diesel,Disposables,Stiiizy,25
Lemon Tree | LRE Living Diamonds 1g | S | Strawberry Tree,Concentrate,Lemon Tree,30
Happy Fruit | LRO Gummies 20mg (2pk) | H | Peach Paradise (Promo),Gummies,Happy Fruit,1
Happy Fruit | LRO Gummies 20mg (2pk) | S | Watermelon LL (Promo),Gummies,Happy Fruit,1
Stiiizy | AIO 1G | I | SFV OG,Disposables,Stiiizy,40
ColdFire x Dubz Garden | Cart 1g | Zeclair,Cartridges,ColdFire,54
Humo | CR Cart 1g | I | Gelatina,Cartridges,Humo,22
Dab Daddy | Flower 3.5g | I | BiZcotti Latte,Eighths,Dab Daddy,40
Lolo | Pre-Roll 1g | I | Flux Capacitor,Pre-Rolls,Lolo,6
The Fizz | Bev 10mg | Lime,Beverages,The Fizz,6
Dabwoods | AIO .5g | H | Pineapple Kush (Promo),Disposables,Dabwoods,0.01
Humo | Flower SM 3.5g | H | Tostiloco,Eighths,Humo,17
Almora Farm | LRE Bev 15mg | Mango Yumberry (3:1) 12oz,Beverages,Almora Farm,9
Time Machine | Flower 3.5g | S | Blue Dream,Eighths,Time Machine,16
Time Machine | Pre-Rolls .5g (7pk) | GG4,Pre-Rolls,Time Machine,20
Time Machine | Flower 7g | Kush Mints,Quarters,Time Machine,30
Time Machine | Pre-Rolls .5g (7pk) | Starberry Cough,Pre-Rolls,Time Machine,20
LEVEL | Protabs 25mg (10pk) | Sativa,Edibles,Level,33
Stiiizy | Pod .5g | H | Pineapple Express,Cartridges,Stiiizy,20
Stiiizy | LIIL .5g | I | Purple Punch,Disposables,Stiiizy,25
Stiiizy | LIIL .5g | I | SFV OG,Disposables,Stiiizy,25
Stiiizy | 40's Blunt 2G | H | Pink Acai,Pre-Rolls,Stiiizy,38
Stiiizy | AIO 1G | H | Blue Burst,Disposables,Stiiizy,40
Stiiizy | 40's Mini Blunts .5g (5pk) | I | Skywalker OG,Pre-Rolls,Stiiizy,38
Stiiizy | Pre-roll 1g | S | Strawberry Cough,Pre-Rolls,Stiiizy,20
Sauce | LR Gummies 100mg (2pk) | Sour Green Apple,Gummies,Sauce,10
HB | Flower 3.5g | Orange Crush,Eighths,Heirbloom,45
Kwik Ease | Bev 100mg | H | Pineapple Express,Beverages,Kwik Ease,12
Heavy Hitters | Tablet 10mg (100pk) | Lights Out,Edibles,Heavy Hitters,76
710 | Flower 3.5g | Jackson Heightz,Eighths,710 Labs,59
Hi | Flower Smalls 7g | I | Grape Ape,Quarters,Hi,53
Hi | Flower SM 14g | H | Original Glue,Halves,Hi,86
Hi | Pre Rolls .5g (6pk) | I / H | London Cherries,Pre-Rolls,Hi,25
Artisan | Flower 3.5g | H | Lemon Latto x Cherry Gushers,Eighths,Artisan,45
TSC | Flower 3.5g | H | Pink Cookies,Eighths,TopShelf,55
Stiiizy | LIIL .5g | H | Apple Fritter,Disposables,Stiiizy,25
Jetty | Cart .5g | S | Blue Dream,Cartridges,Jetty,25
Stiiizy | AIO 1G | I | Purple Punch,Disposables,Stiiizy,40
Farmers Cup | Flower 4g | Pink Limeade,Flower,Farmers Cup,60
Claybourne | Flower 7g | H | Kush Cake,Quarters,Claybourne Co.,68
Stiiizy | LRD AIO 1G | I | Tahoe OG,Disposables,Stiiizy,45
Kushy Punch | LR Gummy 100mg | H | Blue Razz,Gummies,Kushy Punch,18
Dab Daddy | CLRE Caviar 1g | Electric Pineapple,Concentrate,Dab Daddy,15
Lolo | Pre-Roll 1g | I | Kaboom,Pre-Rolls,Lolo,6
The Doja | ML Flower 3.5g | Perm OG,Eighths,Doja,35
OCB | Bamboo Unbleached Cones (3pk) | King Size,Accessories,OCB,4
Uncle Arnie's | Bev 10mg | Watermelon Wave 7.5oz,Beverages,Uncle Arnie's,5
Pacific Stone | Pre-Rolls .35g (20pk) | I | Wedding Cake,Pre-Rolls,Pacific Stone,43
Pacific Stone | Pre-Rolls .35g (20pk) | H | Kush Mints,Pre-Rolls,Pacific Stone,43
Huxleys | Sleep Gelcaps 5mg | I | Mixed Berry,Edibles,Huxleys,40
Stiiizy | Pod 1g | S | Strawberry Cough,Cartridges,Stiiizy,35
Stiiizy | LIIL .5g | H | Gelato,Disposables,Stiiizy,25
CANN | Packets 2mg THC x 4mg CBD (8pk) | Ginger Lemongrass,Beverages,CANN,24
PBR | Bev 15mg | Daytime Guava (12oz),Beverages,PBR (Pabst),9
Stiiizy | Pre-Roll 1g | S | Blue Dream,Pre-Rolls,Stiiizy,20
Pacific Stone | RYO 14G | I | GMO,Halves,Pacific Stone,33
Pacific Stone | Blunt 1.75g (2pk) | S | Starberry Cough,Pre-Rolls,Pacific Stone,35
Stiiizy | LRD Pod .5g | Hawaiian Snow,Cartridges,Stiiizy,25
Stiiizy | LRD Pod .5g | S | Green Crack,Cartridges,Stiiizy,25
Stiiizy | LRD Pod .5g | White Widow,Cartridges,Stiiizy,25
Stiiizy | Flower 3.5G | Zkittles Cake (LG),Eighths,Stiiizy,25
Lavinia | Gummy 100mg | BS Watermelon,Edibles,Lavinia,23
High 90's | Flower 3.5g | Watermelon Sherbet,Eighths,High 90's,45
PBR | Bev 10mg | Mango Blood Orange (12oz),Beverages,PBR (Pabst),7
Just J | Dispo 1g | I | Lemon Cherry,Disposables,Just J,30
Pacific Stone | Flower 3.5G | H | 805 Glue,Eighths,Pacific Stone,20
Revelry | Pre-Roll 0.5G (14PK) | I | Golden Oreoz,Pre-Rolls,Revelry,45
EV | Flower 1g | S | Northern Fire,Flower,Ember Valley,10
Kush Town | Bev 20mg | Pineapple Thrill 12oz,Beverages,Kush Town,9
Stiiizy | AIO 1G | H | Grandaddy Purp,Disposables,Stiiizy,40
EV | Flower 3.5g | S | Northern Fire (Promo),Eighths,Ember Valley,1
Presidential | Pre-Roll 1g | I | Grape (PROMO),Pre-Rolls,Presidential,1
Sherbinskis | Flower 3.5G | H | Acai-Z,Eighths,Sherbinskis,50
Dab Daddy | CLRE Sugar 1g | I | Bizcotti Latte,Concentrate,Dab Daddy,15
Kushy Punch | Cart 1g | S | Strawnana Rozay,Cartridges,Kushy Punch,25
The Doja | ML Flower 3.5g | Cherry Runtz,Eighths,Doja,35
Kushy Punch | Dispo 1g | I | Watermelon Rush,Disposables,Kushy Punch,30
Kushy Punch | Dispo 1g | H | Blue Raspberry,Disposables,Kushy Punch,30
Pacific Stone | Pre-Rolls .35g (20pk) | H | Cereal Milk,Pre-Rolls,Pacific Stone,43
Camino | Sour Gummies 100mg | Strawberry Sunset,Gummies,Camino,30
Lost Farms | LRE Gummies 100mg | H | Sour Apple DoSiDo,Gummies,Lost Farms,25
Stiiizy | Pod .5g | H | Pink Acai,Cartridges,Stiiizy,20
Stiiizy | LIIL .5g | S | Sour Tangie,Disposables,Stiiizy,25
Stiiizy | LIIL .5g | S | Orange Sunset,Disposables,Stiiizy,25
WCC | Cart 1g | H | Lucky Charmz,Cartridges,West Coast Cure (WCC),25
WCC | IN Pre-Roll 1.2g | H | Blueberry Haze,Pre-Rolls,West Coast Cure (WCC),19
Pacific Stone | RYO 14G | I | PR OG,Halves,Pacific Stone,33
Pacific Stone | Flower 7g | I | Wedding Cake,Quarters,Pacific Stone,37
Plug n Play | EXO | Cart 1g | Strawberry Champagne,Cartridges,Plug N Play,43
Stiiizy | LRD Pod .5g | Pink Runtz,Cartridges,Stiiizy,25
EV | Flower 3.5g | S | Northern Fire,Eighths,Ember Valley,45
Pure Beauty | 10Pk Prerolls | S | Yellow Box,Pre-Rolls,Pure Beauty,50
Pacific Stone | Flower 7g | H | Gelato,Quarters,Pacific Stone,37
Stiiizy | LIIL .5g | S | Strawberry Cough,Disposables,Stiiizy,25
Sherbinskis | Flower 3.5G | H | Taziki,Eighths,Sherbinskis,50
BBD | Flower 3.5 | I | Bulk Hogan,Eighths,Big Boy Dro,38
BBD | Flower 3.5 | I | Banana Cake,Eighths,Big Boy Dro,38
Mary's Medicinals | TD Patch | CBG | Focus (sample),Wellness,Mary's Medicinals,0.01
Claybourne | Flower 3.5g + Kief 1g | H | Kush Cake,Flower,Claybourne Co.,45
Pacific Stone | Blunt 1.75g (2pk) | H | 805 Glue,Pre-Rolls,Pacific Stone,35
Stiiizy | 40's Mini Blunts .5g (5pk) | H | Pineapple Express,Pre-Rolls,Stiiizy,38
Stiiizy | LIIL .5g | S | Blue Dream,Disposables,Stiiizy,25
Kush Town | Bev 20mg | Strawberry Pop 12oz,Beverages,Kush Town,9
Kushy Punch | Gummy 90mg | Recover Orange Citrus,Gummies,Kushy Punch,16
Autumn Brands | Flower 7G | S | Limonene Liftoff,Quarters,Autumn Brands,40
Paper Planes | Shatter 1g | Clementine Punch,Concentrate,Paper Planes,15
Paper Planes | Shatter 1g | Jammerz,Concentrate,Paper Planes,15
OCB | Bamboo Unbleached Cones (6pk) | 1 1/4,Accessories,OCB,7
COTC | LR Cart 1g | I | Permanent Marker (Sample),Cartridges,Cream Of The Crop (COTC),0.01
Heavy Hitters | Gummy 100mg | I | Wild Watermelon,Gummies,Heavy Hitters,20
Heavy Hitters | Gummy 100mg | S | THCV Green Crack,Gummies,Heavy Hitters,25
Uncle Arnie's | Bev 100mg | Smacking Apple 8oz,Beverages,Uncle Arnie's,12
Dizzies | Pre Ground 3.5g | S | Strawberry Milkshake (PROMO),Eighths,Dizzies,2
Huxleys | Sex Gummies 100mg | H | Passion Fruit,Edibles,Huxleys,23
Camino | Gummies 100mg | Wild Berry,Gummies,Camino,30
Dizzies | Pre Ground 14g | H | Lemonade,Halves,Dizzies,45
Mary Jones | Bev 100mg | Cola 16oz,Beverages,Mary Jones,20
LEVEL | Hashtabs 25mg (10pk) | Sativa,Edibles,Level,35
CLSICS | LRO Gummies 100mg | S | Call of Focus,Gummies,CLSICS,23
Pearl Pharma | Flower 3.5g | Romulan,Eighths,Pearl Pharma,40
Stiiizy | Pod 1g | I | Watermelon Z,Cartridges,Stiiizy,35
Stiiizy | LIIL .5g | H | Pink Acai,Disposables,Stiiizy,25
Stiiizy | LIIL .5g | H | Granddaddy Purp,Disposables,Stiiizy,25
Smokies | Fruit Chews 100mg | CBN Sour Jamberry,Edibles,Smokiez,25
WCC | Cart 1g | H | Strawberry Cream,Cartridges,West Coast Cure (WCC),25
Jeeter | IN Pre-Roll 1g | I | Prickly Pear,Pre-Rolls,Jeeter,20
St. Ides | IN Blunt 2.5g | S | Super Lemon Haze,Pre-Rolls,St. Ides,38
Pacific Stone | Blunt 1.75g (2pk) | I | GMO,Pre-Rolls,Pacific Stone,35
Stiiizy | Pre-Roll 1g | I | Purple Punch,Pre-Rolls,Stiiizy,20
Sauce | LR Gummies 100mg (2pk) | Sour Blue Raz,Gummies,Sauce,10
Jeeter Juice | Cart 1g | H | Apples and Bananas,Cartridges,Jeeter,28
Pacific Stone | Pre-Rolls .5g (14pk) | S | Starberry Cough,Pre-Rolls,Pacific Stone,43
Pacific Stone | Pre-Rolls .35g (20pk) | S | Blue Dream,Pre-Rolls,Pacific Stone,43
Time Machine | Flower 7g | PR OG,Quarters,Time Machine,30
WCC | Cart 1g | S | Pineapple Express,Cartridges,West Coast Cure (WCC),25
Kush Co | Flower 3.5g | H | Sour Power OG,Eighths,Kush Co.,60
710 | Gummies 100mg | Banana Punch #4,Gummies,710 Labs,30
Heavy Hitters | Tablet 100mg (10pk) | Lights Out (CBN),Edibles,Heavy Hitters,24
Boutiq | LR Cart 1g | I | Grape Popperz,Cartridges,Boutiq,20
Flora Terra | Flower 3.5g | H | West Coast Runtz,Eighths,Flora Terra,45
WCC | Cart 1g | I | Blackberry Kush,Cartridges,West Coast Cure (WCC),25
Hi | Pre Rolls .5g (6pk) | I | Grape Ape,Pre-Rolls,Hi,25
Stiiizy | LIIL .5g | I | Biscotti,Disposables,Stiiizy,25
Stiiizy | AIO 1G | I | OG Kush,Disposables,Stiiizy,40
Stiiizy | Pre-Roll 1g | I | Skywalker OG,Pre-Rolls,Stiiizy,20
Stiiizy | 40's Blunt 2G | I | Skywalker OG,Pre-Rolls,Stiiizy,38
Uncle Arnie's | Bev 100mg | Watermelon Wave 8oz,Beverages,Uncle Arnie's,12
EV | Flower 1g | H | GMOZ,Flower,Ember Valley,10
WCTC | Sugar 1g | H | GG4,Concentrate,West Coast Trading Company (WCTC),15
Stiiizy | LRD Pod .5g | I | Strawberry Shortcake,Cartridges,Stiiizy,25
Boutiq | LR Dispo 1g | I | Guava Lemonade,Disposables,Boutiq,27
Humo | CR Cart 1g | H | Horchata,Cartridges,Humo,22
WHOA | Gummies 100mg | Passionfruit Guava (PROMO),Gummies,WHOA,0.01
Master Makers | CC Live Rosin .25g | Rotten Roses (Promo),Concentrate,Master Maker,1
Master Makers | CC Live Rosin .25g | The Best GMO (Promo),Concentrate,Master Maker,1
Dab Daddy | Flower 14g | I | LCG X Skittles,Halves,Dab Daddy,70
Kushy Punch | LR Gummy 100mg | I | Watermelon Z,Gummies,Kushy Punch,18
Autumn Brands | Pre-Roll 6Pk | H | Feels Like Summer,Pre-Rolls,Autumn Brands,25
Boutiq | LR Dispo 1g | H | French Toast,Disposables,Boutiq,27
Boutiq | LR AIO 1g | S | Mojito,Disposables,Boutiq,27
Kushy Punch | Cart 1g | S | Grape Durban,Cartridges,Kushy Punch,25
The Doja | Pre-Roll 1.5g | Permanent Marker,Pre-Rolls,Doja,30
PAX Era | Battery | Ultrablue (SAMPLE),Accessories,Pax,0.01
Seed Junky | Pre-Roll 1G | H | Zebra Ztripez,Pre-Rolls,Seed Junky,13
Uncle Arnie's | Bev 10mg | Iced Tea Lemonade 7.5oz,Beverages,Uncle Arnie's,5
Uncle Arnie's | Bev 100mg | Energy Sunrise Orange 2oz,Beverages,Uncle Arnie's,10
Pacific Stone | Pre-Rolls .5g (14pk) | S | Blue Dream,Pre-Rolls,Pacific Stone,43
CLSICS | LRO Gummies 100mg | S | Watermelon Haze,Gummies,CLSICS,23
Stiiizy | Pod 1g | CBD | Juicy Melon,Cartridges,Stiiizy,40
Stiiizy | Pre-Roll 1g | H | Blue Burst,Pre-Rolls,Stiiizy,20
Stiiizy | 40's Blunt 2G | I | Purple Punch,Pre-Rolls,Stiiizy,38
Sherbinskis | LR Cart 1G | Rainbow Runtz,Cartridges,Sherbinskis,35
Mary's Medicinals | TD Patch | Recover THCa,Wellness,Mary's Medicinals,15
Mary's Medicinals | TD Patch | CBD | Restore,Wellness,Mary's Medicinals,15
Pacific Stone | Pre-Rolls .35g (20pk) | H | 805 Glue,Pre-Rolls,Pacific Stone,43
Pacific Stone | Blunt 1.75g (2pk) | S | Blue Dream,Pre-Rolls,Pacific Stone,35
Jetty | Cart 1g | S | Blue Dream,Cartridges,Jetty,32
Seed Junky | Flower 3.5G | I | Magic Marker,Eighths,Seed Junky,40
Autumn Brands | Flower 7g | S | Jet Fuel Gelato,Quarters,Autumn Brands,40
Sauce | LR Gummies 100mg (2pk) | White Peach,Gummies,Sauce,10
Sauce | LR Gummies 100mg (2pk) | Juicy Watermelon,Gummies,Sauce,10
Plug n Play | DNA | Cart 1g | Pineapple Express,Cartridges,Plug N Play,43
Boutiq | LR Dispo 1g | H | Banana Jealousy,Disposables,Boutiq,27
Boutiq | LR AIO 1g | S | Lemon Ice,Disposables,Boutiq,27
The Fizz | Bev 100mg | Classic Cola,Beverages,The Fizz,10
Kwik Ease | Bev 100mg | Lemonade,Beverages,Kwik Ease,10
Kwik Ease | Bev 100mg | Strawberry Lemonade,Beverages,Kwik Ease,10
Kwik Ease | Bev 100mg | S | Strawberry Haze,Beverages,Kwik Ease,12
Dizzies | Pre Ground 14g | S | Frozen Lemonade,Halves,Dizzies,58
HB | Flower 3.5g | H | Cherry Pie,Eighths,Heirbloom,45
CLSICS | LRO Gummies 100mg (20pk) | H | Tropical,Gummies,CLSICS,23
CLSICS | LRO Gummies 100mg (20pk) | S | Sour,Gummies,CLSICS,23
CLSICS | LRO Gummies 100mg (20pk) | I | Wild Berry,Gummies,CLSICS,23
Seed Junky | Pre-Roll 1G | I | Red Eye,Pre-Rolls,Seed Junky,13
Kwik Ease | Bev 100mg | Iced Tea Lemonade (PROMO),Beverages,Kwik Ease,0.01
Raw | Con Classic Papers + Tips (32pk) | King Size Slim,Accessories,Raw,7
Dizzies | Pre Ground 14g | H | Black Cherry Bomb-Pop,Halves,Dizzies,58
Pacific Stone | Flower 3.5G | H | Gelato,Eighths,Pacific Stone,20
Wizard Trees | Flower 3.5g | Black Magic,Eighths,Wizard Trees,62
Humo | 3.5g | S | Agua De Guava,Eighths,Humo,28
EV | INF Pre-Rolls .5g (2pk) | Gassosa,Pre-Rolls,Ember Valley,15
EV | INF Pre-Rolls .5g (2pk) | Zerealz,Pre-Rolls,Ember Valley,15
Seed Junky |  Pre-Roll 1g | S |  Gello Shotz,Pre-Rolls,Seed Junky,10
Stiiizy | LIIL .5g | I | Hardcore OG,Disposables,Stiiizy,25
Mary Jones | Bev 20mg | Green Apple 12oz,Beverages,Mary Jones,7
Lift Tickets | Pre Roll 1g | H | Lemon Cherry Gelato,Pre-Rolls,Lift Tickets,25
Boutiq | LR Dispo 1g | I | Oreoz,Disposables,Boutiq,27
Camino | Gummies 10mg | Forest Berry,Gummies,Camino,5
Dab Daddy | LResin Dispo 1g | I | Super Candy,Disposables,Dab Daddy,25
Dab Daddy | Flower 3.5g | S | Orange Creamsicle,Eighths,Dab Daddy,40
MVN | Pre-Rolls .5g (5pk) | I | Blue Lotus,Pre-Rolls,Maven (MVN),33
MVN | Pre-Rolls .5g (5pk) | I | Ube Creme,Pre-Rolls,Maven (MVN),33
High Power | Tincture 250mg | Watermelon (1.7oz),Tinctures,High Power,19
COTC | LR Cart 1g | I | Permanent Marker,Cartridges,Cream Of The Crop (COTC),50
St. Ides | Syrup 1000mg | Cherry Bomb 2oz,Tinctures,St. Ides,38
St. Ides | Syrup 1000mg | Purple Grape,Tinctures,St. Ides,38
WHOA | Gummies 100mg | S | Limon,Gummies,WHOA,10
Sherbinskis | LR Cart 1G | Tangie Sherbert,Cartridges,Sherbinskis,35
WHOA | Gummy 100mg | Grape (1:1:1),Gummies,WHOA,10
Decibel | Flower 3.5g | S | Citric Acid,Eighths,Decibel Gardens,65
Made | Flower 3.5g | I | Jet Fuel OG,Eighths,Made,55
The Doja | Pre-Roll 1.5g | Sherbanger 22,Pre-Rolls,Doja,30
PAX | LRO Pod 1g | Guava Gelato (Sample),Cartridges,Pax,0.01
Autumn Brands | Pre-Roll Mini 10pk | H | Big Za,Pre-Rolls,Autumn Brands,30
The Fight | Crumble 1g | Purple Candy,Concentrate,The Fight,15
URSA | LResin Cart 1g | H | Cereal Milk,Cartridges,Ursa,48
Side Hustle | Pre-roll 1g | I | Lemon Cherry Gelato,Pre-Rolls,Side Hustle,7
Kushy Punch | Cart 1g | I | Berry Gelato,Cartridges,Kushy Punch,25
Kushy Punch | Cart 1g | I | Watermelon Z,Cartridges,Kushy Punch,25
Yummi Karma | Tincture 120mg | Totally Tangerine (Promo),Tinctures,Yummy Karma,1
